Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Clemons,SG,22,HOU,28,0,8.8,1.8,4.4,.403,1.2,3.3,.355,0.6,1.1,.548,.536,0.2,0.3,.857,0.1,0.7,0.8,0.8,0.2,0.2,0.6,0.7,5.0
Antonius Cleveland,SG,25,DAL,6,0,3.7,0.3,1.0,.333,0.0,0.2,.000,0.3,0.8,.400,.333,0.2,0.3,.500,0.0,0.5,0.5,0.0,0.2,0.2,0.2,0.3,0.8
Amir Coffey,SG,22,LAC,7,0,9.6,1.3,2.9,.450,0.1,0.7,.200,1.1,2.1,.533,.475,0.1,0.4,.333,0.3,1.1,1.4,0.6,0.1,0.1,0.3,0.9,2.9
John Collins,PF,22,ATL,32,32,32.3,8.4,14.6,.577,1.3,3.4,.373,7.1,11.1,.640,.621,2.7,3.4,.806,2.7,7.7,10.3,1.4,0.7,1.7,1.7,3.6,20.8
Zach Collins,PF,22,POR,3,3,28.7,3.0,6.3,.474,1.0,2.3,.429,2.0,4.0,.500,.553,2.0,2.0,1.000,1.3,2.7,4.0,2.0,0.0,0.7,2.0,3.7,9.0
Mike Conley,PG,32,UTA,33,27,28.1,4.7,12.0,.390,1.8,5.0,.354,2.9,7.0,.416,.463,2.4,3.1,.784,0.6,2.7,3.3,4.2,0.7,0.1,1.8,2.2,13.5
Pat Connaughton,SG,27,MIL,52,0,18.2,1.9,4.3,.452,0.7,2.2,.319,1.2,2.1,.593,.534,0.3,0.5,.720,0.9,3.4,4.3,1.6,0.3,0.5,0.8,0.9,4.9
Quinn Cook,PG,26,LAL,34,0,11.4,2.1,4.7,.444,0.7,1.8,.383,1.4,2.9,.480,.516,0.2,0.3,.667,0.2,0.9,1.1,1.1,0.3,0.0,0.7,0.6,5.0
Tyler Cook,PF,22,CLE,11,0,3.2,0.6,0.9,.700,0.0,0.0,,0.6,0.9,.700,.700,0.5,0.5,.833,0.4,0.5,0.9,0.1,0.1,0.0,0.1,0.4,1.7
Robert Covington,PF,29,TOT,54,52,29.7,4.5,10.5,.430,2.3,6.8,.344,2.2,3.7,.588,.542,1.5,1.9,.800,0.8,5.3,6.1,1.2,1.6,1.1,1.5,3.1,12.8
Robert Covington,PF,29,MIN,48,47,29.4,4.5,10.3,.435,2.3,6.5,.346,2.3,3.8,.587,.544,1.6,2.0,.798,0.8,5.2,6.0,1.2,1.7,0.9,1.5,3.1,12.8
Robert Covington,PF,29,HOU,6,5,31.8,4.5,11.5,.391,3.0,9.0,.333,1.5,2.5,.600,.522,0.8,1.0,.833,1.3,5.7,7.0,1.7,1.2,2.3,1.0,3.5,12.8
Allen Crabbe,SG,27,TOT,37,1,17.6,1.7,4.8,.356,1.0,3.2,.303,0.7,1.6,.466,.458,0.3,0.4,.714,0.3,1.8,2.1,0.9,0.4,0.1,0.5,1.3,4.6
Allen Crabbe,SG,27,ATL,28,1,18.6,1.9,5.1,.364,1.1,3.3,.323,0.8,1.8,.440,.469,0.3,0.4,.750,0.4,2.0,2.3,1.0,0.5,0.1,0.4,1.3,5.1
Allen Crabbe,SG,27,MIN,9,0,14.6,1.2,3.8,.324,0.7,2.9,.231,0.6,0.9,.625,.412,0.1,0.2,.500,0.1,1.2,1.3,0.6,0.0,0.0,0.6,1.2,3.2
Torrey Craig,SF,29,DEN,44,19,17.8,1.8,4.1,.450,0.7,2.1,.319,1.2,2.0,.593,.533,0.5,0.7,.645,1.0,2.3,3.3,0.7,0.3,0.7,0.5,2.3,4.8
Jae Crowder,SF,29,TOT,50,46,29.3,3.4,8.9,.387,1.9,5.9,.320,1.5,2.9,.524,.494,1.8,2.2,.809,0.9,5.2,6.1,2.6,1.2,0.3,1.1,2.1,10.6
Jae Crowder,SF,29,MEM,45,45,29.4,3.3,8.9,.368,1.7,5.9,.293,1.5,3.0,.519,.466,1.7,2.1,.789,0.9,5.3,6.2,2.8,1.0,0.3,1.2,1.9,9.9
Jae Crowder,SF,29,MIA,5,1,28.2,5.0,9.0,.556,3.4,6.2,.548,1.6,2.8,.571,.744,2.8,3.0,.933,1.0,5.0,6.0,1.4,2.2,0.6,0.6,3.6,16.2
Jarrett Culver,SG,20,MIN,54,35,24.4,3.6,9.2,.390,1.0,3.6,.282,2.6,5.6,.460,.445,0.9,1.9,.456,1.1,2.3,3.4,1.9,1.0,0.7,1.4,1.9,9.0
Seth Curry,SG,29,DAL,53,15,23.9,4.1,8.7,.476,2.1,4.9,.429,2.0,3.8,.537,.597,1.3,1.4,.893,0.5,1.9,2.4,2.0,0.6,0.2,1.0,1.6,11.6
Stephen Curry,PG,31,GSW,4,4,28.0,6.8,16.5,.409,2.3,9.3,.243,4.5,7.3,.621,.477,4.5,4.5,1.000,1.0,4.0,5.0,6.5,1.3,0.5,3.8,2.5,20.3
Troy Daniels,SG,28,LAL,39,0,11.4,1.5,3.9,.392,1.0,2.8,.361,0.5,1.2,.467,.520,0.3,0.4,.667,0.3,0.8,1.1,0.4,0.2,0.1,0.2,0.8,4.3
Anthony Davis,PF,26,LAL,48,48,34.7,9.3,18.1,.514,1.1,3.4,.329,8.2,14.6,.558,.546,7.1,8.4,.843,2.2,7.2,9.4,3.3,1.5,2.5,2.5,2.4,26.8
Ed Davis,C,30,UTA,25,0,10.7,0.6,1.4,.412,0.0,0.0,,0.6,1.4,.412,.412,0.2,0.4,.455,1.2,2.6,3.8,0.3,0.4,0.4,0.5,2.2,1.3
Terence Davis,SG,22,TOR,57,2,17.6,3.0,6.3,.478,1.5,3.5,.421,1.5,2.7,.551,.596,0.6,0.7,.881,0.8,2.7,3.5,1.7,0.5,0.2,1.0,1.6,8.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewayne Dedmon,C,30,TOT,39,13,17.0,2.2,5.3,.409,0.5,2.2,.207,1.7,3.1,.554,.452,0.7,0.8,.839,1.2,4.1,5.3,0.5,0.5,1.0,1.3,2.9,5.5
Dewayne Dedmon,C,30,SAC,34,10,15.9,2.0,5.0,.404,0.4,2.1,.197,1.6,2.9,.550,.444,0.7,0.8,.821,1.4,3.6,4.9,0.4,0.4,0.8,1.4,2.7,5.1
Dewayne Dedmon,C,30,ATL,5,3,24.6,3.2,7.4,.432,0.8,3.2,.250,2.4,4.2,.571,.486,0.6,0.6,1.000,0.4,7.8,8.2,0.8,0.6,2.4,1.0,4.4,7.8
Matthew Dellavedova,PG,29,CLE,48,0,12.1,0.9,2.7,.323,0.2,1.4,.159,0.6,1.3,.508,.365,0.5,0.6,.893,0.3,0.9,1.1,2.6,0.3,0.0,0.9,1.3,2.5
DeMar DeRozan,SF,30,SAS,54,54,34.1,8.5,16.0,.530,0.1,0.5,.276,8.3,15.4,.538,.534,5.6,6.6,.844,0.6,5.0,5.6,5.2,1.0,0.2,2.5,2.7,22.7
Cheick Diallo,C,23,PHO,39,2,10.8,2.1,3.1,.664,0.0,0.1,.500,2.1,3.1,.667,.668,0.8,0.9,.857,0.6,2.3,2.9,0.5,0.3,0.3,0.7,1.3,4.9
Hamidou Diallo,SF,21,OKC,33,2,18.8,2.7,6.0,.455,0.2,0.9,.167,2.6,5.1,.506,.467,0.8,1.2,.650,0.8,2.5,3.3,0.6,0.8,0.2,1.0,2.1,6.4
Gorgui Dieng,C,30,TOT,49,17,16.8,2.7,5.9,.457,1.0,2.6,.384,1.7,3.4,.512,.540,1.0,1.2,.800,1.5,4.0,5.5,1.2,0.9,0.9,0.9,2.0,7.4
Gorgui Dieng,C,30,MIN,46,17,16.9,2.7,6.0,.448,1.0,2.6,.383,1.7,3.4,.497,.531,1.0,1.3,.797,1.6,4.0,5.6,1.3,0.8,0.9,1.0,1.9,7.4
Gorgui Dieng,C,30,MEM,3,0,15.7,3.0,4.7,.643,0.7,1.7,.400,2.3,3.0,.778,.714,0.3,0.3,1.000,0.3,4.7,5.0,1.0,1.7,0.3,0.7,3.3,7.0
Spencer Dinwiddie,SG,26,BRK,55,40,31.3,6.8,16.4,.414,1.9,6.2,.304,4.9,10.1,.482,.472,5.3,6.9,.773,0.5,3.0,3.5,6.7,0.6,0.3,2.7,2.8,20.8
Donte DiVincenzo,SG,23,MIL,51,20,22.8,3.5,7.6,.455,1.3,3.7,.342,2.2,4.0,.559,.537,0.9,1.2,.770,1.0,3.7,4.6,2.1,1.4,0.3,1.2,1.6,9.1
Luka Dončić,PG,20,DAL,45,45,32.8,9.5,20.4,.466,3.0,9.0,.327,6.6,11.4,.576,.538,7.0,9.2,.765,1.4,8.2,9.6,8.6,1.0,0.2,4.2,2.4,29.0
Luguentz Dort,SG,20,OKC,22,14,21.0,2.3,5.3,.436,0.8,2.5,.321,1.5,2.8,.541,.513,1.0,1.3,.750,0.5,1.0,1.5,0.7,1.0,0.0,0.6,2.7,6.4
Damyean Dotson,SG,25,NYK,46,0,17.5,2.5,6.0,.418,1.2,3.4,.361,1.3,2.6,.492,.520,0.5,0.7,.688,0.2,1.7,1.8,1.2,0.5,0.1,0.4,0.9,6.7
Sekou Doumbouya,SF,19,DET,31,19,20.3,2.5,6.5,.395,0.8,2.8,.302,1.7,3.7,.465,.460,0.9,1.3,.675,0.5,2.9,3.4,0.5,0.6,0.2,1.0,2.2,6.8
PJ Dozier,PG,23,DEN,16,0,14.0,2.1,5.3,.405,0.4,1.6,.269,1.7,3.6,.466,.446,0.4,0.7,.636,0.3,1.6,1.9,1.6,0.4,0.3,0.7,1.7,5.1
Goran Dragić,PG,33,MIA,45,1,28.2,5.4,12.1,.449,2.2,5.8,.388,3.2,6.4,.503,.541,3.0,3.9,.763,0.4,2.6,3.0,5.0,0.6,0.2,2.6,1.8,16.1
Andre Drummond,C,26,TOT,53,52,33.1,7.2,13.6,.531,0.1,0.5,.115,7.2,13.1,.546,.533,2.9,5.0,.577,4.6,10.9,15.5,2.7,1.9,1.6,3.7,3.5,17.4
Andre Drummond,C,26,DET,49,48,33.8,7.3,13.9,.530,0.0,0.4,.048,7.3,13.4,.546,.531,3.0,5.2,.584,4.6,11.2,15.8,2.8,2.0,1.7,3.6,3.6,17.8
Andre Drummond,C,26,CLE,4,4,24.5,5.5,10.3,.537,0.5,1.3,.400,5.0,9.0,.556,.561,1.3,3.0,.417,4.0,7.8,11.8,1.8,1.3,1.3,5.0,2.3,12.8
Jared Dudley,SF,34,LAL,37,1,8.1,0.5,1.3,.417,0.4,0.9,.485,0.1,0.4,.267,.583,0.1,0.1,1.000,0.1,0.9,1.1,0.5,0.3,0.1,0.2,1.0,1.6
Kris Dunn,PG,25,CHI,51,32,24.9,3.0,6.7,.444,0.6,2.2,.259,2.4,4.5,.535,.487,0.8,1.1,.741,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,7.3
Carsen Edwards,SG,21,BOS,33,0,9.0,1.0,3.1,.320,0.6,1.9,.306,0.4,1.2,.341,.413,0.3,0.4,.846,0.2,1.1,1.2,0.7,0.3,0.1,0.5,0.8,2.9
Henry Ellenson,PF,23,BRK,5,0,3.0,0.2,1.4,.143,0.0,0.8,.000,0.2,0.6,.333,.143,0.0,0.0,,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.2,0.4
Wayne Ellington,SG,32,NYK,28,1,15.3,1.7,4.8,.358,1.3,3.8,.346,0.4,1.0,.407,.496,0.4,0.5,.846,0.1,1.5,1.6,1.0,0.4,0.1,0.5,1.0,5.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Embiid,C,25,PHI,41,41,30.7,7.4,16.1,.462,1.3,3.8,.342,6.1,12.3,.499,.502,7.0,8.6,.815,2.8,9.2,12.0,3.2,0.8,1.4,3.1,3.5,23.1
James Ennis,SF,29,TOT,52,1,15.9,2.0,4.6,.436,0.7,2.2,.339,1.3,2.5,.519,.515,1.0,1.3,.776,1.0,2.0,3.1,0.8,0.4,0.3,0.6,1.7,5.8
James Ennis,SF,29,PHI,49,0,15.8,2.0,4.6,.442,0.8,2.2,.349,1.3,2.4,.525,.524,1.0,1.2,.787,1.0,2.1,3.1,0.8,0.5,0.3,0.6,1.7,5.8
James Ennis,SF,29,ORL,3,1,17.0,1.7,5.0,.333,0.3,2.0,.167,1.3,3.0,.444,.367,1.3,2.0,.667,1.7,1.3,3.0,0.3,0.0,0.0,0.7,1.0,5.0
Drew Eubanks,PF,22,SAS,8,0,5.3,1.3,1.9,.667,0.0,0.0,,1.3,1.9,.667,.667,0.4,0.4,1.000,0.8,1.4,2.1,0.3,0.0,0.1,0.6,0.6,2.9
Jacob Evans,SG,22,TOT,28,1,14.8,1.6,4.8,.338,0.5,1.4,.342,1.1,3.4,.337,.387,0.9,1.0,.862,0.3,1.1,1.5,1.1,0.4,0.4,0.9,1.5,4.6
Jacob Evans,SG,22,GSW,27,1,15.3,1.7,4.9,.338,0.5,1.4,.342,1.2,3.5,.337,.387,0.9,1.1,.862,0.3,1.2,1.5,1.1,0.4,0.4,0.9,1.5,4.7
Jacob Evans,SG,22,MIN,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante Exum,SG,24,TOT,34,1,14.1,1.6,3.5,.475,0.4,1.2,.357,1.2,2.2,.539,.538,0.9,1.3,.744,0.4,1.6,1.9,1.2,0.4,0.2,0.9,1.1,4.7
Dante Exum,SG,24,UTA,11,0,7.5,0.9,2.1,.435,0.2,0.5,.333,0.7,1.5,.471,.478,0.2,0.2,1.000,0.3,0.8,1.1,0.6,0.1,0.2,0.9,0.7,2.2
Dante Exum,SG,24,CLE,23,1,17.2,2.0,4.1,.484,0.6,1.6,.361,1.4,2.6,.559,.553,1.3,1.8,.732,0.4,2.0,2.3,1.4,0.5,0.2,0.9,1.3,5.9
Tacko Fall,C,24,BOS,6,0,4.0,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.2,0.5,.333,0.0,1.8,1.8,0.0,0.0,0.3,0.5,0.8,3.2
Derrick Favors,C,28,NOP,38,36,23.9,4.2,6.8,.622,0.0,0.2,.167,4.2,6.7,.632,.624,0.8,1.4,.582,3.2,6.8,10.0,1.8,0.6,1.0,1.3,2.2,9.3
Cristiano Felício,PF,27,CHI,18,0,18.7,1.7,2.6,.638,0.0,0.1,.000,1.7,2.5,.667,.638,1.0,1.3,.783,2.6,2.3,4.9,0.7,0.5,0.1,1.0,1.7,4.3
Terrance Ferguson,SF,21,OKC,43,36,24.5,1.6,4.1,.381,1.0,3.2,.307,0.6,0.9,.641,.500,0.2,0.3,.769,0.5,1.1,1.6,1.0,0.5,0.3,0.7,3.0,4.3
Bruno Fernando,C,21,ATL,47,11,12.1,1.7,3.3,.516,0.1,0.7,.129,1.6,2.7,.611,.529,0.6,0.9,.591,1.3,2.1,3.4,0.8,0.3,0.3,0.9,1.9,4.1
Yogi Ferrell,PG,26,SAC,42,0,11.1,1.6,3.9,.409,0.5,1.6,.288,1.1,2.3,.490,.466,0.7,0.8,.857,0.1,1.0,1.1,1.4,0.3,0.1,0.5,0.7,4.4
Dorian Finney-Smith,PF,26,DAL,57,54,29.8,3.3,7.2,.456,1.6,4.2,.373,1.7,3.0,.573,.566,1.1,1.5,.721,2.0,3.6,5.6,1.5,0.7,0.6,1.0,2.3,9.3
Bryn Forbes,SG,26,SAS,56,55,25.2,3.8,9.3,.411,2.3,6.1,.382,1.5,3.2,.464,.536,1.1,1.3,.827,0.2,1.9,2.1,1.9,0.6,0.0,0.8,1.9,11.1
Evan Fournier,SG,27,ORL,55,55,31.7,6.6,14.3,.463,2.7,6.6,.408,3.9,7.7,.511,.558,2.9,3.4,.831,0.2,2.4,2.7,3.1,1.1,0.2,2.0,2.5,18.8
De'Aaron Fox,PG,22,SAC,38,36,31.6,7.2,15.2,.470,1.0,3.3,.315,6.1,12.0,.512,.503,4.5,6.7,.677,0.7,3.4,4.1,6.9,1.4,0.5,3.3,2.9,19.9
Melvin Frazier,SG,23,ORL,14,0,3.4,0.4,1.2,.353,0.3,0.5,.571,0.1,0.7,.200,.471,0.1,0.3,.500,0.1,0.2,0.3,0.1,0.3,0.1,0.1,0.6,1.3
Michael Frazier,SG,25,HOU,8,0,8.3,0.5,1.4,.364,0.3,1.0,.250,0.3,0.4,.667,.455,0.5,0.8,.667,0.1,0.3,0.4,0.1,0.3,0.0,0.3,1.6,1.8
Tim Frazier,PG,29,DET,27,11,13.1,1.3,3.5,.362,0.4,1.1,.333,0.9,2.4,.375,.415,0.7,0.9,.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6
Markelle Fultz,PG,21,ORL,55,50,28.1,4.9,10.5,.468,0.5,1.9,.265,4.4,8.6,.512,.491,1.6,2.2,.750,0.5,3.0,3.4,5.0,1.3,0.2,2.0,1.9,11.9
Wenyen Gabriel,PF,22,TOT,20,1,7.3,0.7,1.7,.382,0.1,0.7,.154,0.6,1.1,.524,.412,0.5,0.7,.643,0.6,0.8,1.3,0.2,0.3,0.3,0.4,1.2,1.9
Wenyen Gabriel,PF,22,SAC,11,0,5.5,0.5,1.5,.353,0.1,0.7,.125,0.5,0.8,.556,.382,0.5,0.9,.600,0.4,0.5,0.9,0.3,0.3,0.2,0.5,0.6,1.7
Wenyen Gabriel,PF,22,POR,9,1,9.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.3,0.4,.750,0.8,1.0,1.8,0.1,0.2,0.3,0.3,1.8,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Gafford,C,21,CHI,36,6,13.4,2.1,3.1,.685,0.0,0.0,,2.1,3.1,.685,.685,0.7,1.3,.500,1.2,1.3,2.5,0.4,0.3,1.3,0.6,2.1,4.9
Danilo Gallinari,PF,31,OKC,49,49,30.6,5.9,13.4,.439,2.9,7.2,.406,3.0,6.2,.479,.549,4.3,4.8,.903,0.6,5.0,5.6,2.2,0.7,0.1,1.4,1.3,19.1
Langston Galloway,SG,28,DET,59,6,25.9,3.5,8.1,.435,2.0,5.0,.398,1.5,3.1,.495,.558,1.2,1.4,.866,0.5,1.7,2.2,1.6,0.7,0.2,0.6,1.4,10.2
Darius Garland,PG,20,CLE,55,55,30.6,4.7,11.8,.399,1.8,5.1,.355,2.9,6.6,.433,.476,1.1,1.3,.871,0.4,1.4,1.9,3.9,0.7,0.0,2.6,1.6,12.3
Marc Gasol,C,35,TOR,35,35,27.8,2.8,6.6,.424,1.4,3.5,.403,1.4,3.1,.449,.532,0.7,1.0,.722,0.8,5.6,6.5,3.5,0.8,0.9,1.2,2.9,7.8
Rudy Gay,PF,33,SAS,53,5,20.8,3.5,7.9,.436,0.9,2.9,.314,2.5,5.0,.508,.494,1.7,1.9,.873,0.9,4.4,5.3,1.7,0.4,0.4,1.3,1.4,9.5
Paul George,SF,29,LAC,34,34,29.4,7.1,16.8,.426,3.3,8.3,.394,3.9,8.5,.458,.524,4.2,4.6,.899,0.4,5.6,6.1,3.9,1.3,0.5,3.0,2.4,21.7
Taj Gibson,C,34,NYK,53,47,16.5,2.6,4.5,.575,0.1,0.2,.273,2.5,4.3,.590,.581,0.6,0.8,.682,1.8,2.5,4.3,0.9,0.4,0.5,0.8,2.0,5.8
Harry Giles,PF,21,SAC,30,9,13.5,2.6,4.7,.546,0.0,0.0,,2.6,4.7,.546,.546,0.7,0.9,.741,0.9,2.9,3.7,1.3,0.5,0.4,0.9,2.4,5.8
